author_name,author_from,comment_title,comment_body,comment_date
WaleskaMonteiro,"Rio de Janeiro, RJ",Ótimo parque!,"O parque é gigante, tem um ótimo espaço para prática de exercícios, tem locais para comer, no dia que eu fui estava tendo campeonato de vôlei, foi o parque que eu mais gostei!", dezembro de 2015
PolianaMancini,"Arujá, SP",bom para passar a tarde e curtir um dia de sol,"Otimo local para passar a tarde e curtir um dia de sol. Caminhar, andar de bicicleta,apenas descansar. Muito bonito e bem cuidado ", abril de 2015
rafadatribo,"Curitiba, PR",Exercício no Barigui. ,"Sem duvidas o melhor parque de Curitiba para corrida e família. Perto de casa, sempre uma excelente opção paras dias ensolarados. ", dezembro de 2015
carlos j,"Rio de Janeiro, RJ",parque barigui,"lindo demais , varios lugares para visitar com a familia , muitos lugares para explorar e tem uma vasta area de conservação ambiental. tem uma ponte que passa de baixo da montanha em cima do lago , a noite fica varias luzes acesas que contempla uma linda vista do parque", julho de 2015
Bru_antunes,,Opção para quem mantém a prática de corrida durante a viagem,"Um dos melhores lugares para se correr em Curitiba. O alerta é que o parque é totalmente aberto. Dessa forma, não vá sozinho caso tenha o hábito de correr a noite. Não é muito seguro nesse horário.", novembro de 2015
1aAdri,,Parque Barigui ,"O parque mais lindo da cidade, com opções de passeios panorâmicos de helicóptero, para isto basta ir ao heliponto e aproveitar o passeio nos principais pontos turísticos da cidade visto do alto. ", dezembro de 2015
Joel M,,Melhor parque da cidade,"Sem dúvida nenhuma é o melhor parque da Cidade, porém não vá lá aos domingos a tarde, o parque lota demais, e enche de gente com com alto e bebidas.", junho de 2015
Fabiana M,,Parque maravilhoso!,"Local de fácil acesso. Bastante vagas de estacionamento. Ótimo passeio. Bom para caminhadas, para relaxar. Contato direto com a natureza. Possui um ótimo local para tomar uma cervejinha e petiscar na beira do lago.  ", janeiro de 2015
marcos_franco,Recife,Destaque para o Museu do Automóvel,"O parque é muito legal, mas se você gosta de carros vai acabar concentrando a atenção no Museu do Automóvel. É imperdível. ", novembro de 2015
Thales K,"Cuiabá, MT",Melhor parque do Brasil,"Grande, espaçoso, bonito, limpo, cheio de pessoas praticando atividades ou passeando, possui ótima estrutura, é a cara de Curitiba. Referencia na cidade, imperdível em uma viagem para a cidade.", agosto de 2015
claudiocarneiro,"Curitiba, PR",Um dos mais famosos,"Um dos mais famosos parques de Curitiba, reúne muita gente nos finais de semana. Curitiba não tem praia, tem parque! Não é meu parque preferido em questão de beleza (prefiro o Tanguá), mas vale o passeio.", novembro de 2015
Naahcm,"Joaçaba, SC",Melhor parque de Ctba ,"Sem duvidas é o melhor parque de Curitiba... É enorme, lindo, super  bem cuidado! Delicia para fazer  exercícios, descansar e levar os cachorros passear(tem muita gt que leva)  ", setembro de 2015
Edgar G,"Curitiba, PR",Pulmão verde em Curitiba,"Dentre vários parques da cidade de Curitiba, o Parque do Barigui se destaca, por ter sido o primeiro a ser construído, excelente local para passeios com a família, para um pic nic de final de semana. Muito bom para caminhadas diárias, enfim para manter a forma se exercitando", novembro de 2015
SergioGBianco,"Guarapuava, PR",Um excelente local para passeio,"Uns do mais belos parques de Curitiba. Um local agradável, bem cuidado. Muito bom para arejar a cabeça, fazer caminhadas e levar os filhos para curtir um poco da natureza.", março de 2015
rafael2700,"Rio de Janeiro, RJ",Lugar incrível. Ambiente ótimo e tranquilo!,"O lugar é muito agradável. É acessível e possui bastantes vagas de estacionamento. Além da prática de caminhada, é possível praticar a corrida e o ciclismo em suas diversas pistas. Lugar calmo, amplo e de bom contato com a natureza.", novembro de 2015
BrunaLouise,"Curitiba, PR",O Ibirapuera curitibano.,"O parque tem várias atrações, listas vistas, locais para descansar, pistas para pedalar, patinar ou correr, áreas grandes de gramado e bosque. Contato direto com animais como capivaras e patos. Tem restaurante, bares, um amplo lago... Para todos os gostos.", agosto de 2015
Juliocezarmusic,"Maringá, PR",Caminhada perfeita!!!!,"Lugar perfeito para uma caminhada, corrida, pois o espaço é grande... e se preferir, ha áreas pra fazer um piquenique tb! ", novembro de 2015
Angélica S,,Lugar muito bom,"O parque é muito bonito, grande. Ótimo para exercicios, passeio, relaxar em qualquer dia da semana.  .", dezembro de 2015
Pericles M,"Curitiba, PR",Melhor parque de Curitiba,"Parque grande, ambiente agradável. Tem espaço para corredores, caminhantes, ciclistas, usuários de roller. O calda de cana e o bar em cima do lago são bons locais para passar um tempo com os amigos. ", dezembro de 2015
Emanuel Adriano S,,Um dia relaxante.,"O parque Barigui é um lugar com opções diferenciadas para passeio com a família. Serve para se exercitar, com opções de caminhada ao redor do lago, trilhas no meio da mata e outros; serve para lazer em família com mesas para piquenique, o lago com aves que animam as crianças ou", maio de 2015
João Victor B,"Curitiba, PR","Bem conhecido, símbolo da cidade. ","Um parque bem localizado e de fácil acesso. É um lugar realmente grande  e com grande área verde. Fica próximo a Sta Felicidade, perto da Torre da Telepar e perto de alguns Motéis também.", dezembro de 2015
cdalcere,"Rio de Janeiro, Brazil",Muito Verde e Ar Puro,Passeamos em grande parte do parque e tiramos muitas fotos. Há um belo lago com pedalinhos para curtir., novembro de 2015
Luiz Flavio L,"Curitiba, PR",Esportes,É um ótimo lugar para quem quer correr ou andar de bicicleta e também praticar outros esporte ou só relaxar sentado na grama., novembro de 2015
JoseCLima,"Curitiba, PR",Muito bom,"o parque é muito bom, mas não tem tanta árvore, mas tem grandes gramados, tem passeio de helicóptero, normalmente tem eventos que ocorrem lá, mas evitar em dias de férias pois fica muito lotado.", novembro de 2015
Marli B,"Curitiba, PR","Lindo Parque para caminhar, correr, fazer exercícios físicos ou passear.","Frequento o parque todos os dias para caminhar ou andar de bicicleta. Durante a semana é tranquilo, as pessoas costumam caminhar, correr, andar de bicicleta, etc...Já nos finais de semana, especialmente no domingo, é muito movimentado. Ideal para fazer um passeio, o parque é bem", novembro de 2015
Diogo Kryminice,"Curitiba, PR",Parque símbolo de Curitiba,"Quem vem a Curitiba deve ao menos visitar o Parque Barigui, opção de lazer dos curitibanos, com ciclovias, pistas para caminhada, e uma área de gramado e mata nativa muito bonita. Cuidado com as áreas muito escuras, e principalmente evite caminhar sozinho a partir das 20h00min", setembro de 2015
871nelim,Maringa,Ah! Barigui...,"Frequentei diariamente por anos este parque para caminhadas e também para paseios em família. Um lugar lindo e que se supera quando a noite chega. O visual que se tem da cidade, do horizonte, da noite é um espetáculo imperdível.", dezembro de 2014
Carolina Melo,"Province of Zaragoza, Espanha",CAPIVARAS,"Se você gosta de capivaras, TEM que visitar esse parque. Se não gosta, vá também, pois há muitas opções de lazer. Além de ser lindíssimo e ser lar de várias capivaras, patos e aves, o local é ótimo para realizar caminhadas, corridas, andar de bike, skate ou patins, levar o", novembro de 2015
Samuel G,,Parque Barigui Curitiba ,"Excelente para um passeio sozinho, a dois ou com a família envolvendo contato com os animais do parque, lago, bosque e uma grande pista para caminhada, corrida e bicicleta. Recomendo. ", novembro de 2015
Kátia C,"Blumenau, SC",Lazer e descontração,"Ar puro, brisa suave, encontros, atividade física são alguns dos motivos para conhecer esse lugar Uma caminhada em volta da lagoa é revigorante!", dezembro de 2014
Aleandro Weiber C,,O parque mais top,"Lugar maravilhoso, encantados, ecológico, limpo, bem estruturado, com muita gente bonita, realmente esse parque é o coração de Curitiba e do Paraná.", março de 2015
Magda B,"Curitiba, PR",Lugar de curitibano,Quer visitar um lugar onde poderá encontrar curitibanos de verdade... este lugar é o Parque Barigui... a praia do curitibano..., novembro de 2015
Carolina T,,Parque Maravilhoso,"Parque lindo com várias opções de atividades de entretenimento e restaurante, também tem um centro de convenções onde acontecem vários eventos...", novembro de 2015
lucasdallagrana123,"Curitiba, Brasil",melhor parque!!!,alem de ser perto da minha casa o parque barigui e na minha opinião o mais bonito da cidade sempre vou la, novembro de 2015
AlessandroPawlak,"Reserva, Parana, Brazil",Espetacular!,"Lugar perfeito para quem curte muito a natureza, para quem quer passar um tempo com a família, amigos ou namorada(o).", janeiro de 2015
adriana r,"Fortaleza, CE",passeio,"otimo lugar para passeio em familia, fazer piquinique, passear com cachorro, andar de bicicleta, patins, etc.", março de 2015
LCASTRO2014,"Curitiba, Parana, Brazil",bikemania,"ótimo lugar par desfrutar a natureza, belas represas, ótimo lugares para fazer churrasco com família e amigos, sem contar as pistas exclusivas para bike.", novembro de 2015
NelsonCharnioski,"Curitiba, PR",Maior Parque da Cidade,"Um grande parque de Curitiba o maior e mais conhecido é o parque Barigui, com belo lago com a ""fama"" de ter um Jacaré no lago.", outubro de 2015
Lenise L,"Curitiba, PR",Pra caminhar e sentar,"O parque famoso por suas capivaras, e pelo jacaré, que as vezes aparece fora do lago. O parque é ótimo para caminhadas e corridas, e para sentar com os amigos no fim de semana. Não possui muitas atrações.", dezembro de 2014
smfa2015,"Curitiba, PR",Muito agradável,"Para quem gosta de exercício ao ar livre, este é o lugar perfeito para caminhar, correr, andar de bicicleta. Nos finais de semana, é um ponto de encontro de jovens e famílias, e também de seus cães.", junho de 2015
Katia L,"Vila Mariana, SP",Natureza,Ótimo para passar uma tarde em meio à natureza. O clima é ótimo e tranquilo! Um dos parques mais lindos que já vi. Super limpo e com pessoas super educadas. Vale a visita., setembro de 2015
Raquel B,,Lindo e bem cuidado,"Local maravilhoso para passear com crianças, cachorros, pedalar, correr. O parque é lindo e muito bem cuidado. Possui um excelente restaurante em seu interior.", dezembro de 2014
Heloísa Lemes,,Um belo parque!,"Curitiba tem parques lindos e o Barigui é um deles. Um parque muito bem cuidado, espaço adequado para prática de esportes ou apenas um passeio. Chama a atenção a presença agradável das capivaras que vivem por ali.", novembro de 2015
Lincoln G,,Sensacional!!,"Nunca pensei que existia esses parques aqui no Brasil. Não tenho palavras para descrever, super tranquilo, pessoas educadas, clima gostoso! ", agosto de 2015
FelipeSasso,"Florianópolis, SC",Ótimo lugar,"Ótimo lugar para relaxar e fazer exercícios. Muito espaço para passeio e bem tranquilo, até mesmo em finaisde semana.", junho de 2015
Daniel O,"Manaus, AM",Muito bonito e bem conservado! Vale uma corrida!,"Local bem bacana pra uma caminhada ou corrida, bem conservado com lagoa, pontes e estrutura pra exercícios... Atração legal da cidade! Local para ", novembro de 2015
kadufernandiz,"Curitiba, PR",Praia dos curitibanos!,"Lugar de grande movimento, inclusive nos finais de semana. As pessoas utilizam muito o espaço para a prática de esportes e outras atividades como churrascos e piqueniques. ", setembro de 2015
Adalberto G,,Prática de esporte,Fazer caminhada. Fugir um poco do agito de Curitiba. Sentá admirar a vista do parque vale apena. Depois tomar uma água no Bar que  faz vista para o parque. , novembro de 2015
valeriaG0mes,"Rio de Janeiro, RJ",Beleza,"É so mais um dos belos lugares que Curitiba tem. Adoro esse parque. Sempre que vou a Curitiba, vou la dar uma corridinha. Mesmo pra quem não gosta de corre o lugar é agradável, da ate pra ficar sentado a beira do lago, tem bar... Eu sou suspeita em falar porque amo este lugar.", setembro de 2015
JulianoBrazil,"Curitiba, PR",Point de Atletas Amadores,"O Barigui é o maior parque de Curitiba, e é o melhor lugar para prática de esportes ao ar livre. Também um excelente lugar para observar como vivem os moradores da cidade, que lotam o parque no final do dia e nos finais de semana. Eu evito o parque nos domingos após o almoço,", outubro de 2015
crisfeitosa2010,"Rio das Ostras, Brasil",Apaixonante!,"Local amplo, excelente para a prática de esportes. Caminhada, bicicleta, patins, skate e etc. Ideal também para a família pois é muito grande e arborizado. ", janeiro de 2015
Luiz Tadeu P,"Curitiba, PR",Passeio e Lazer,"Proprio para fazer seus exercicios fisicos e ou passear. É muito grande e oferece varios tipos de passeios. Caminhada, bicicleta, corrida, e outros.", outubro de 2015
NFernandes,"Curitiba, PR",Uma ilha verde de descanso e lazer,"O Parque Barigüi, o mais tradicional da cidade, é uma ótima opção para praticar esportes, dar uma caminhada, namorar ou simplesmente descansar em meio à natureza em um ambiente muito descolado. Vale sempre a pena!", novembro de 2015
Adélia H,,Perfeito,"Perfeito para caminhar, correr ou mesmo sentar e ver o movimento, relaxar e meditar... Paisagem linda. Parque com muito espaço. Tem estacionamento.", novembro de 2015
magsecco,"Curitiba, PR",caminhada,"Uma delicia caminhar no parque Barigui,durante a semana mas no domingo fica muito lotado.Tem muita gente fazendo exercícios,andando de bicicleta.Acho o parque muito bonito e também tem barzinhos com boa comida.", novembro de 2015
Danielvinicius,"Pitangui, MG",Parque do birigui Réveillon,"Lindo Local passamos a virada do ano novo em bera a uma linda lagoa, o local e onde da para ver os fogos de todo Curitiba local lindo para passear levar namorada família.", dezembro de 2014
Karila T,,Amo caminhar no Barigui!,"Adoro praticar caminhadas no parque, a pista é enorme, o parque é super bem cuidado, seguro e todo arborizado. Ótimo para caminhar em dias de semana e para ficar de bobeira nos finais de semana com os amigos.", julho de 2015
VITORMARACCINI,"São Paulo, SP",Só vale de for andar de carro pelo parque,"O parque é bom somente para praticar esportes como longas caminhadas, é bom atravessar o parque só se for de carro.", dezembro de 2014
Mari R,Estado de São Paulo,Limpo e bonito,"Ótimo para a prática de esportes e para piquenique com crianças e/ou amigos. Possui lanchonete e vários carrinhos de pipoca, água de coco, doces etc.", janeiro de 2015
Ana M,,Muito bonito ,Muito bonito e agradável. Um bom lugar para fazer uma caminhada e curtir a paisagem!!! Recomendo. Vale a pena conhecer... , novembro de 2015
thiagocpe,"Blumenau, SC","Ótima opção de lazer em Curitiba, no Parque Barigui.","O Parque Barigui é uma ótima opção para passeio e lazer em Curitiba, para quem gosta de ter contato com a natureza e praticar esportes. É uma área verde com lagos, trilhas, pistas para caminhada, para andar de skate, patins, roller e bicicletas, além de contar com parquinho para", outubro de 2015
Camila Ferraz,"Curitiba, PR",Melhor parque de Curitiba para passeio,"Varias opções, ótima estrutura, espaço verde, além dos espaços para fazer churrasco e pequenos eventos", outubro de 2015
adalbertojmelo,"Salvador, BA",Muito bom,"Local bonito, limpo e agradável, bom para uma caminhada, para tirar fotos, ler um livro ou simplismente apreciar a paisagem. O parque é muito grande, então é possível fazer caminhadas, andar de bike, patins, skate, etc...recomendo!", outubro de 2015
glwenzel,"Almirante Tamandaré, PR",Parque de todos,"Este é um parque perfeito para passear, brincar, correr, andar de bicicleta, comer pipoca, fazer um churrasquinho, paquerar e ainda tomar uma cervejinha.", novembro de 2015
Eraldo J,"São José dos Pinhais, PR",Boa opção,"Otima opçao para passeio em familia amigos ou casal, tem estacionamento, e alguns barzinhos e lanchonetes. Mas o jacaré sumiu haha", abril de 2015
Elson A,"Limeira, SP",Um conjunto arquitetônico misturado a belezas naturais.,"Um conjunto de opções onde se misturam obras arquitetônica de muito bom gosto, a exuberância da natureza. Um lugar aprazível e prazerosamente recomendável.", dezembro de 2014
Geysa S,"São Luís, Maranhao, Brazil",Excelente!,"O parque Barigui é um dos parques mais lindos de Curitiba e muito frequentado pelos curitibanos (é o parque mais frequentado pelos locais). Para chegar até lá, é super fácil, tanto de carro quanto de transporte público. Ainda há a opção de ir através da linha de turismo. É um", novembro de 2015
verarigue,"Curitiba, PR",Lugar Precioso.,"Sempre que tenho uma folguinha estou lá para caminhar , curtir a paisagem, levar minha neta, andar de bicicleta ou apenas para relaxar em dias de semana quando não tem tanta gente . É um lugar maravilhoso para levar a família ou as crianças para se divertir , pois o parque é", outubro de 2015
Juliana M,,Contato com a natureza  em um lugar deslumbrante,"O lugar é  lindo e super bem cuidado. Tem pista  de caminhada,de corrida, de bike... tudo em torno de um lindo lago frequentado por vários  patos e gansos. Tem até  restaurante com uma vista  linda do lugar! Quando  visitei, aproveitei  pra alugar  uma bike e dar uma volta. Com", novembro de 2015
Denivaldo Moraes,,Cadê o parque infantil?,Um grande espaço cercado de natureza para relaxar ou se exercitar. Sentimos falta de um parquinho para as crianças. , novembro de 2015
NunoBispo,"São Paulo, SP",O mais belo parque de Curitiba,"O Barigui é o maior e mais belo parque de Curitiba. Tem boas condições para passeio romantico, em familia e pratica de esporte ao ar livre.", abril de 2015
Caio_Paganini,"Maringá, PR",Limpo e organizado,Um parque limpo e organizado tanto para quem quer fazer um passeio em família quanto para quem pratica exercícios físicos., novembro de 2015
JuniorFerreira,"Curitiba, PR",belo parque,uma boa atração para o fim de semana quando se quer passera em um parque aberto ao publico. grande atrativo é o fato de ser gratuito., novembro de 2015
Celia Maria Tri... S,"Curitiba, PR",Local excelente para prática de esportes e passeios com a família.,"Um bom parque, que além de oferecer pistas para vários tipos de esportes, sempre tem ótimos eventos, como várias feiras anuais.", novembro de 2015
Leandro S,"Maringá, PR",Grande parque,"Para quem quer fazer atividades físicas e descontrair com a familia e amigos em uma área verde este é um lugar muito interessante, evite os domingos se nao quizer perder muito tempo para achar vaga e um espaço", novembro de 2015
Diogo,"Curitiba, PR",Lindo!,"Muito bom para pratica de caminhada, corrida,bike,etc. Também propicia um ótimo fim de tarde. Sem falar nas capivaras que menus filhos gostam de admira-las.", novembro de 2015
Vilma M,"São Paulo, SP",Curitiba de Bus Turismo,"Gostei do passeio, permite que vc desça em quatro atrações. No entanto como choveu no final da tarde o ônibus nāo está preparado pra isto pois a chuva molhou tudo e fomos obrigados a ficar na parte de baixo em pé. Fica a dica pra eles providenciarem o fechamento das janelas,", novembro de 2015
Ademilque S,,Parque Barigui,é excelente. é ótimo para caminhar. é muito bonito. localizado na cidade de Curitiba-PR. recomendo mesmo., novembro de 2015
Liduina F,,Passeio ,"Esse é um parque pra quem gosta de fazer caminhada no final da tarde  , Curitiba tem um clima maravilhoso , vc pode ficar a tarde toda tranquilamente .", novembro de 2015
cintiasantanaandrade,"Teresina, PI",Ótimo para caminhadas,Estava no Linha Turismo e descemos no Parque.. Ótimo para caminhadas e corridas ao ar livre e em uma bela paisagem., novembro de 2015
Diego Newton R,"Uberlândia, MG",Lazer urbano,"Este parque é muito bonito. E o melhor para as atividades físicas. Ao redor de uma lagoa existem pistas para caminhada, corrida e ciclismo (separadas entre si). Além disso possui diversos recantos para apenas sentar e apreciar a paisagem. Pra quem quer passear de bike e não", outubro de 2015
Mazzaropy,"Belo Horizonte, MG","Parque muito bonito, mas já foi melhor","Acredito que o Parque Barigui é o parque mais bonito de Curitiba, com um estrutura para pratica de esportes como caminhada, corrida e ciclismo bem legal. O problema é que o parque está passando por uma crise de segurança pública. Não dá pra ficar ""dando bobeira"" que você vai ser", novembro de 2015
Nirvana R,"Curitiba, PR",Grande,Um bom lugar para passar um domingo com a família e amigos o parque possui uma grande área tanto de lagoa quanto de gramado e ciclovias para a realização de esportes , novembro de 2015
Nathália V,"Curitiba, PR",Lindo parque,"Para aqueles que curtem a natureza, esse é o local indicado. O parque conta com um amplo espaço, onde é possível andar de bicicleta, skate, caminhar, correr e muito mais. ", agosto de 2015
MirellaCOWN,,parque bonito,É um bom lugar para se fazer atividade física. a pista é muito grande. tem um suco de milho para vender maravilhoso, novembro de 2015
Marcos Roberto P,,Lazer da tarde,"Excelente, pistas para ciclismo, corrida e caminhada com 6,5 km cada, rodeadas de bosques, lagos e rio. Gastronomia ótima com diversos opções a gosto do freguês. Seguro e limpo. Recomendo.", novembro de 2015
lucascbdedeus,"Parnaíba, PI",Parque pra caminhadas,É um Parque legal para prática de atividades fisicas. Não esperar muita coisa a mais que isso. A REAL é essa., outubro de 2015
Thais Feracini,"São Paulo, SP",Ideal para uma boa caminhada,"Parque mais legal que visitei. Possui ótima infra estrutura para prática de esportes ou para uma volta ao longo do lago. Limpo e bonito! Localizado numa área residencial. Passeamos com bebê no carrinho e tudo correu bem, mas não avistamos sanitários e fraldário - o que não", novembro de 2015
Hildebrando A,"Curitiba, PR",Parque de recreação ,"Para caminhar, correr, andar de bicicleta, ou simplesmente apreciar o movimento. Local da família curitibana.", novembro de 2015
AuxiLopes,,Bonito. ,"O parque Barigui é uma excelente escolha de passeio,  uma área enorme para atividades físicas,  apresenta vários exeplares da fauna e flora local.", outubro de 2015
jhonesmarcelo25,"Londrina, PR",Um parque lindo,Passamos uma tarde inteira nesse parque lugar muito calmo que dá pra gente refletir e se encontrar com nosso eu vale muito a pena um piquenique também não seria uma má  ideia, dezembro de 2014
AMANDA L,,Encantador!!,Parque encantador!! Lugar que não se pode deixar sem visitar. Muito amplo e aconchegante com facilidade de transporte. Linda paisagem e um convite a contemplação. Amei! , maio de 2015
Maikon B,"Campos dos Goytacazes, RJ",Um dos Melhores!,"Um belo parque, grande e com vários afazeres, academia ao ar livre, ciclovia, pista de corrida e uma bela vista da cidade, não deixem de visitar e claro, se exercitar!!", novembro de 2015
Niciene,"Curitiba, PR",Parque especial!!!,"Este parque é um dos mais antigos de Curitiba. Hiper amplo, super conhecido e os curitibanos adoram frequenta-lo.... Tem um lago super charmoso e oferece churrasqueiras para quem quiser passar o dia comendo e apreciando o verde... Super recomendado...", outubro de 2015
juli_consuelo,"Paranaguá, PR",Lugar lindo,"um parque muito bonito com um espaço de lazer enorme; ótimo para andar de bicicleta, correr, fazer caminhadas...", julho de 2015
GuilhermeJJJ,"Santa Maria, RS",Melhor parque que já conheci,"Tudo é organizado, lindo e limpo. Vicia ir pra lá. Tem pistas para caminhada e ciclismo separadas. Ótimo lugar para esportes ou para apenas relaxar. As capivaras no lago sao um show a parte.", outubro de 2015
Priscila D,"Joinville, SC",Muito legal!,"Vou no parque barigui a muito tempo já! É organizado, limpo e seguro. Tem pista para caminhar e outra para bicicletas patins… etc Tem vários quiosques para fazer churrasco… Muito organizado recomendo este parque!", junho de 2015
Manu B,,Muito bonito,"Não tem muitas atrações...como referência, penso que seja parecido com o Parque Ibirapuera... Bom para atividades ao ar livre, corrida, passeio com crianças e animais!", dezembro de 2014
Rodrigo F,"Linköping, Suécia",Lugar lindo,Excelente parque para caminhadas e passeios com a família. Tem um lago e é muito arborizado. Dá pra fazer um picnic., maio de 2015
LucyGola,,Encantador ,"Não se pode perder a visita ao parque barigui!! Local agradável, infra-estrutura muito boa, ótimo para a pratica de esportes, passeio em família, amigos ou uma agradável tarde romântica! Emolduradas em uma paisagem encantadora, suas fotos trarão lembranças incríveis desse", setembro de 2015
Dfabiano s,Brasil,Muito bom,"Lugar de caminhada do curitibano, tem tudo até o melhor shopping da cidade em frente. Va quando não estiver chovendo. ", dezembro de 2014
Camila T,,Bonito,"Quando fui estava chovendo, mas é um parque lindo, muito limpo como a maioria dos lugares da cidade é bem grande também , acho que o maior parque da cidade, entrada e estacionamento gratuitos", novembro de 2015
Marianadiz,,Lindo!,"Parque perfeito para a pratica de caminhadas, corridas, jogar volei, futebol com os amigos, para fazer piquenique e para a distracao de adultos e criancas.", abril de 2015
HamiltonCJr,Curitiba,"Nosssa ""praia""","Primeiro parque de Curitiba onde se transformou na ""praia"" do curitibano. Excelente trilhas, otima pista para byke, estações de exercícios, restaurantes, bares e ótimo local para uma paquera gostosa descompromissada. As capivaras são uma atração singular do parque. Possui vários", outubro de 2015
Carlos N,"Londrina, PR",Ótimo lugar para atividades,"Local muito bem estruturado. Há pistas para caminhada, corrida e bicicletas, como também barras para atividades. Muito gostoso para caminhar e apreciar um dos poucos momentos de sol na capital", outubro de 2015
NandaOS2008,"Porto Alegre, RS",Lugar muito tranquilo,"Parque muito bonito e tranquilo, de fácil acesso. Muito bom para caminhadas e exercícios ao ar livre. ", abril de 2015
MaisaVieira,"São Paulo, SP",Bonito parque,"Local muito bonito, área verde aberta, muito similar ao parquebTingui. O que mais gostei foram as capivaras!", novembro de 2015
freibepa,"Santa Maria, RS","Relax, atividades físicas...","Aqui você pode caminhar, correr, praticar várias atividades físicas ou simplesmeste ficar estirado no chão curtindo a natureza debaixo duma árvore.", março de 2015
Victor M,"Curitiba, PR",Ótimo parque,"Um dos maiores parques da cidade, lugar ótimo para correr durante dias de semana a noite. Nos finais de semana ensolarados, fica lotado. Há uma grande reunião perto da Casa Amarela, com famílias, amigos e casais sentados no gramado ou andando pelo parque.", setembro de 2015
Solangeviolante,"Curitiba, PR",A praia do curitibano,"Um dos excelentes parques da cidade. Muito verde, pista para caminhada, corrida e outras atividades esportivas. Muita gente bonita e sarada circulando diariamente pelo local. Não se engane com o tamanho do parque. Além do espaço ao redor do lago, cruze a Av. Cândido Hartman e", maio de 2015
Cristiane K,"Curitiba, PR",Melhor parque em Curitiba,Ótimo lugar para a prática de exercícios e também para levar o seu animal de estimação para passear. Sugiro visitar pela manhã onde o parque é melhor frequentado., outubro de 2015
Marcia Cristina T,,Parque delicioso para caminhar,"Lugar maravilhoso para caminhar, correr, andar de bicicleta, patins... Passar o dia com a familibneste parque é muito relaxante. Adoramos fazer este programa, sempre que estamos em Curitiba.", abril de 2015
Guiwand,"Rio de Janeiro, RJ",Lazer e natureza,"Ótima opção de passeio com a família. Ótima opção para se exercitar. Ótima opção para admirar a natureza. Um lindo Parque Urbano, próximo a tudo em Curitiba.", novembro de 2015
Kamyla Martin,"Curitiba, PR",Parque muito bonito para passear,"É um bom lugar para passear, apreciar um pouco a natureza e relaxar. Eu gosto de ir de segunda a quinta feira por ser bem mais calmo.", dezembro de 2014
Walter503,"Passo Fundo, RS",Barigui,"Lindíssimo, acredito que seja o principal dentre os inúmeros parques da capital paranaense. Em um dia de sol é espetacular!", junho de 2015
Ana Paula d,,O Melhor parque para passear,"o Parque é excelente para praticar atividades físicas, passear, andar de bicicleta, caminhada, corrida, passear com o cachorro e com a família, se sentar a sombra e ver as crianças brincarem, um ótimo parque para passar o domingo.", setembro de 2015
Albert V,,Simples nada de mais,"Parque simples, plano e sem muitas opções... ótimo para locais e a prática de esportes, plano e bom para andar...", novembro de 2015
Alexandretaz,"São Paulo, SP",Quase o Ibirapuera,"O Parque é muito bonito e tranquilo com ciclovia, pista de caminhada,  diversos equipamentos esportivos. E vc pode sempre topar com uns jacarés.  Mas a gente não deu essa sorte", novembro de 2015
Henrique N,"Curitiba, PR",Bom para todos os dias,"Bom, para quase tudo...passear, correr, se divertir enfim é bom. Só evite finais de semana se não quiser dividir com toda Curitiba...", setembro de 2015
thdonega,"Uberlândia, MG",Parque excelente para se exercitar e passear,"O Parque Barigui é grande com uma pista de caminhada, corrida e ciclismo bastante extensa, que vale a pena tanto para fazer exercicios físicos, quanto para dar um passeio gostoso e tranquilo.", novembro de 2015
Tâmara D,,Bela vista,Bonito parque com um lago. Possui pista para caminhada e bicicletas além de espaço para patins e quadra. Também possui churrasqueiras ao longo do parque., outubro de 2015
SelmaXavier,"Ponta Grossa, PR",Bom local para caminhadas e prática de esportes.,"O parque é lindo, grande e tem uma ótima vista de Curitiba. Recomento cautela ao estacionar seu carro. Procure o local mais próximo que puder, pois nos mais afastados, você encontrará ""flanelinhas"" pedindo gorjetas e alguns deles não são nada amistosos. Nos fins de semana, há", novembro de 2015
Leandro D,"Irati, PR",Símbolo de Curitiba,"Lugar de lazer e descontração de Curitiba. Parque mais famoso da cidade, onde as famílias se reúnem para passar os domingos e feriados. Tem pista de caminhada, passeio de helicóptero e outros atrativos para os turistas que querem conhecer a cara de Curitiba.", outubro de 2015
ricardocores,"São Paulo, SP",Melhor atração de Curitiba...,"Conheci o parque Barigui no último dia em Curitiba e achei ele fantástico. Apesar de eu ir visitá-lo em uma manhã chuvosa, achei o parque mais lindo de Curitiba e é provavelmente um dos mais lindos e organizados do Brasil. Do lado de fora existem muitos lugares para estacionar,", julho de 2015
EmiliaMaricato,Juiz de Fora,Belo parque,"O parque é bem grande com local para caminhada e práticas de atividades físicas. É uma área aberta e ainda tem bichos (gansos e muitas outras aves, e capivaras) que as crianças adoram. Tem estacionamento fácil e é gratuito. Vale a pena apreciar.", novembro de 2015
Fernanda_Vinhal,"Patrocínio, MG",Lugar Lindo,"Lindo parque! Arborizado, muito verde, um lago grande. Vista bem bonita. Bem movimentado, com pessoas de todas as idades.", setembro de 2015
Webster R,"Curitiba, PR",Lugar lindo e prazeroso,Simplesmente um dos melhores lugares para estar com amigos e/ou família em Curitiba! Partilhamos a companhia da fauna local enquanto aproveitamos a natureza. É uma área de preservação natural. Recomendo!, setembro de 2015
